None, 9.39, 166029
None, 9.26, 773745
None, 9.25, 109308
None, 9.17, 655805
None, 9.16, 147491
None, 9.14, 411030
None, 9.11, 78465
None, 9.11, 78758
None, 9.10, 70432
None, 9.09, 73085
None, 9.07, 448022
None, 9.06, 90096
None, 9.05, 329268
None, 8.98, 560567
None, 8.93, 454900
None, 8.92, 168372
None, 8.92, 400063
None, 8.88, 73380
None, 8.84, 218581
None, 8.83, 699412
None, 8.83, 475706
Gintama°: Aizome Kaori-hen, 8.83, 15120
None, 8.83, 153877
None, 8.83, 528855
None, 8.83, 127067
None, 8.82, 32486
None, 8.81, 200241
None, 8.81, 331283
None, 8.81, 235421
None, 8.80, 98734
None, 8.78, 293847
None, 8.78, 551712
None, 8.77, 263322
Hajime no Ippo: New Challenger, 8.75, 86953
None, 8.75, 30824
None, 8.75, 95867
None, 8.74, 326092
None, 8.74, 30899
None, 8.73, 332630
None, 8.73, 241715
Bakuman. 3rd Season, 8.72, 130686
None, 8.72, 991339
None, 8.68, 64768
None, 8.68, 109378
None, 8.67, 166104
None, 8.67, 271086
None, 8.67, 99558
None, 8.67, 94031
None, 8.67, 332332
None, 8.66, 385618
