None, 9.40, 133710
None, 9.26, 755602
None, 9.25, 105114
None, 9.17, 640040
None, 9.16, 144328
None, 9.14, 398033
None, 9.11, 75982
None, 9.11, 76810
None, 9.10, 68665
None, 9.07, 440085
None, 9.05, 323081
None, 8.98, 550407
None, 8.98, 76013
None, 8.93, 444946
None, 8.92, 158405
None, 8.92, 385567
None, 8.90, 21838
None, 8.88, 71129
None, 8.84, 150501
None, 8.84, 505841
None, 8.84, 212032
None, 8.83, 686506
None, 8.83, 466266
None, 8.83, 125082
None, 8.82, 231135
Gintama°: Aizome Kaori-hen, 8.81, 13281
None, 8.81, 195298
None, 8.81, 324049
None, 8.80, 96416
None, 8.78, 288187
None, 8.78, 541475
None, 8.77, 258629
None, 8.76, 29509
Hajime no Ippo: New Challenger, 8.75, 85162
None, 8.74, 325124
None, 8.74, 319820
None, 8.74, 236050
None, 8.74, 92944
Bakuman. 3rd Season, 8.72, 128024
None, 8.72, 970837
None, 8.72, 306404
None, 8.69, 63012
None, 8.68, 107821
None, 8.67, 156527
None, 8.67, 370407
None, 8.67, 258463
None, 8.67, 96446
None, 8.67, 91257
None, 8.66, 46832
None, 8.65, 54560
