None, 9.40, 123193
None, 9.26, 751157
None, 9.25, 104003
None, 9.17, 636045
None, 9.16, 143491
None, 9.14, 394948
None, 9.11, 76300
None, 9.10, 75532
None, 9.10, 68236
None, 9.07, 438075
None, 9.05, 321427
None, 8.98, 547908
None, 8.98, 71381
None, 8.93, 442524
None, 8.92, 156325
None, 8.92, 382161
None, 8.89, 70517
None, 8.85, 210377
None, 8.84, 149638
None, 8.84, 500183
None, 8.83, 683254
None, 8.83, 463886
None, 8.83, 124623
None, 8.82, 230097
Gintama°: Aizome Kaori-hen, 8.81, 12645
None, 8.81, 194198
None, 8.81, 322258
None, 8.80, 95778
None, 8.78, 286735
None, 8.78, 538953
None, 8.77, 257484
Hajime no Ippo: New Challenger, 8.75, 84719
None, 8.76, 29116
None, 8.74, 323126
None, 8.74, 318324
None, 8.74, 234819
None, 8.74, 92001
None, 8.74, 298085
Bakuman. 3rd Season, 8.72, 127408
None, 8.72, 965958
None, 8.69, 62583
None, 8.68, 107479
None, 8.67, 154053
None, 8.67, 366783
None, 8.67, 255918
None, 8.67, 95554
None, 8.67, 90535
None, 8.65, 54337
None, 8.66, 46537
None, 8.65, 29344
