None, 9.39, 142536
None, 9.26, 759845
None, 9.25, 106103
None, 9.17, 643710
None, 9.16, 145110
None, 9.14, 401025
None, 9.11, 76728
None, 9.11, 77297
None, 9.10, 69095
None, 9.07, 441937
None, 9.06, 57403
None, 9.05, 324576
None, 9.04, 79718
None, 8.98, 552785
None, 8.93, 447309
None, 8.92, 160927
None, 8.92, 389038
None, 8.89, 26236
None, 8.89, 71651
None, 8.84, 151315
None, 8.84, 213593
None, 8.84, 125539
None, 8.83, 689482
None, 8.83, 468613
None, 8.83, 511369
Gintama°: Aizome Kaori-hen, 8.82, 13754
None, 8.82, 232083
None, 8.81, 196417
None, 8.81, 325759
None, 8.80, 96962
None, 8.78, 289559
None, 8.78, 543818
None, 8.77, 259727
None, 8.76, 29844
Hajime no Ippo: New Challenger, 8.75, 85582
None, 8.75, 93806
None, 8.74, 326906
None, 8.74, 321408
None, 8.74, 237360
Bakuman. 3rd Season, 8.72, 128603
None, 8.72, 975548
None, 8.70, 313212
None, 8.69, 63415
None, 8.68, 108167
None, 8.67, 158732
None, 8.67, 261796
None, 8.67, 97358
None, 8.67, 91939
None, 8.66, 373970
None, 8.66, 47095
