None, 9.26, 732884
None, 9.26, 99246
None, 9.17, 619262
None, 9.16, 140062
None, 9.14, 381686
None, 9.11, 73509
None, 9.11, 66271
None, 9.11, 74198
None, 9.07, 429935
None, 9.05, 314827
None, 8.98, 537676
None, 8.93, 148449
None, 8.93, 432486
None, 8.92, 367326
None, 8.89, 68136
None, 8.85, 477199
None, 8.85, 203472
None, 8.84, 146011
None, 8.84, 122331
None, 8.83, 670004
None, 8.83, 453765
Gintama°: Aizome Kaori-hen, 8.83, 10000
None, 8.82, 225302
None, 8.81, 189405
None, 8.81, 314902
None, 8.80, 93294
None, 8.78, 63780
None, 8.79, 528696
None, 8.78, 280903
None, 8.77, 252646
None, 8.76, 27690
Hajime no Ippo: New Challenger, 8.75, 82833
None, 8.75, 89667
None, 8.75, 253547
None, 8.74, 315448
None, 8.74, 311799
None, 8.74, 229308
Bakuman. 3rd Season, 8.72, 124862
None, 8.72, 945879
None, 8.69, 60774
None, 8.69, 105747
None, 8.68, 351158
None, 8.68, 246291
None, 8.67, 143981
None, 8.67, 45461
None, 8.67, 93274
None, 8.67, 87729
None, 8.66, 53399
None, 8.65, 128498
None, 8.65, 112416
