None, 9.39, 169948
None, 9.26, 775967
None, 9.25, 109912
None, 9.17, 657881
None, 9.16, 147903
None, 9.13, 412880
None, 9.11, 79034
None, 9.11, 78708
None, 9.10, 70655
None, 9.09, 75018
None, 9.07, 448946
None, 9.06, 91656
None, 9.05, 330046
None, 8.98, 561852
None, 8.93, 456203
None, 8.92, 169623
None, 8.92, 401879
None, 8.88, 73709
None, 8.84, 219409
None, 8.83, 701040
None, 8.83, 476955
Gintama°: Aizome Kaori-hen, 8.83, 15268
None, 8.83, 154308
None, 8.83, 531518
None, 8.83, 127331
None, 8.81, 200915
None, 8.81, 332120
None, 8.81, 33283
None, 8.81, 235937
None, 8.80, 99043
None, 8.78, 294570
None, 8.78, 552951
None, 8.77, 263860
Hajime no Ippo: New Challenger, 8.75, 87179
None, 8.75, 31009
None, 8.75, 96186
None, 8.74, 326853
None, 8.74, 31344
None, 8.73, 333502
None, 8.73, 242371
Bakuman. 3rd Season, 8.72, 131001
None, 8.72, 993782
None, 8.68, 272644
None, 8.68, 64993
None, 8.68, 109562
None, 8.67, 167308
None, 8.67, 99903
None, 8.67, 94416
None, 8.67, 335029
None, 8.66, 387633
